avg_lat,avg_lon,average_temperature_F,standard_deviation_F,number_of_data_points
37.686155,-121.7814855,80.181,0.043,10
37.6853917,-121.7805524,80.825,0.643,29
37.6853957,-121.778859,81.847,0.109,7
37.6861474,-121.7805101,80.856,0.694,29
37.686157,-121.7788341,81.425,0.872,7
37.6844088,-121.7771469,80.677,0.759,46
37.68452,-121.7734482,80.566,0.124,45
37.6857032,-121.777665,80.929,0.785,40
37.6858142,-121.7748407,80.421,0.148,25
37.686672,-121.7832781,80.591,1.101,23
37.6866477,-121.7823714,80.067,0.166,30
37.6870176,-121.7833536,80.968,1.424,9
37.6866763,-121.7814313,80.072,0.175,46
37.6874231,-121.7831635,80.363,0.943,48
37.6874546,-121.7823484,79.555,0.427,30
37.6877636,-121.7833509,81.041,1.485,22
37.6876492,-121.7815357,79.404,0.575,37
37.6866958,-121.7805323,80.646,0.745,37
37.6866568,-121.7794395,81.851,0.052,4
37.6868994,-121.7802193,80.82,0.704,14
37.6870396,-121.7797604,80.841,0.677,23
37.6867212,-121.7781442,80.33,0.434,15
37.6875699,-121.7799656,80.27,0.143,20
37.687568,-121.7785513,80.218,0.106,15
37.6882761,-121.7831562,82.643,0.356,39
37.6891461,-121.7830998,82.757,0.443,39
37.6889998,-121.7810336,82.454,0.185,25
37.6881891,-121.7801533,81.233,0.908,41
37.6884171,-121.7787872,81.084,0.783,34
37.6888154,-121.7805347,81.264,0.919,10
37.6891091,-121.7805334,81.743,1.006,31
37.6891485,-121.780298,82.337,0.038,2
37.6892075,-121.7805295,82.99,0.271,4
37.6892174,-121.7801678,82.054,1.053,13
37.6892992,-121.7798512,81.889,0.818,10
37.6886965,-121.7781537,80.597,0.648,6
37.686711,-121.7773456,81.709,0.082,18
37.6870325,-121.7758269,80.917,0.842,19
37.6874355,-121.7756035,80.743,0.757,15
37.6873835,-121.7747503,81.435,0.65,19
37.6882161,-121.7759747,80.285,0.083,14
37.688928,-121.7772738,81.092,0.726,32
37.6891558,-121.776312,81.27,0.704,36
37.688722,-121.7742119,81.71,0.158,31
37.6838327,-121.7691532,80.713,0.257,33
37.6837773,-121.7667673,81.728,0.593,3
37.6838577,-121.7662923,81.977,0.015,6
37.6842108,-121.7668068,81.088,0.102,20
37.6842107,-121.7661238,81.132,0.473,27
37.6840238,-121.7656769,81.067,0.838,30
37.684349,-121.766723,80.96,,1
37.6846704,-121.7653999,81.384,0.616,33
37.683747,-121.7619435,81.387,0.054,4
37.6853787,-121.7646748,81.311,0.415,23
37.6864161,-121.7659603,81.377,0.491,7
37.6860355,-121.7651706,81.333,0.362,45
37.6855902,-121.7644428,81.198,0.347,13
37.6875963,-121.7708684,80.691,0.085,25
37.6870912,-121.767339,81.364,0.342,16
37.6878204,-121.7690451,81.166,0.459,17
37.6874456,-121.768024,81.252,0.416,28
37.6882591,-121.7717649,80.716,0.07,7
37.6884842,-121.7701589,81.543,0.407,13
37.6891553,-121.7718234,81.18,0.462,25
37.6888222,-121.7708511,81.404,0.467,19
37.6880773,-121.7693736,81.264,0.525,26
37.686813,-121.7667393,81.221,0.327,47
37.689725,-121.7830274,82.86,0.401,45
37.6896326,-121.7811402,82.58,0.218,40
37.6902574,-121.7833344,83.326,0.264,7
37.6901179,-121.7822363,82.534,0.145,7
37.6906485,-121.7831354,82.526,0.669,26
37.6906794,-121.7824611,82.097,0.108,19
37.6903496,-121.7814528,82.322,0.266,36
37.689405,-121.7795281,82.068,0.977,14
37.6895739,-121.778976,81.925,0.796,27
37.6896817,-121.778565,81.554,0.86,3
37.6898396,-121.778753,82.204,0.113,18
37.6897868,-121.7782508,80.978,0.672,9
37.6904451,-121.7790291,82.181,0.1,21
37.6912571,-121.7830304,82.44,0.724,39
37.6912887,-121.7813041,81.874,0.728,46
37.6918729,-121.7833339,82.94,0.445,17
37.6912515,-121.7796226,81.879,0.316,49
37.6899053,-121.7773233,81.475,0.63,21
37.6894474,-121.7756194,81.651,0.169,21
37.6901336,-121.7769995,81.068,0.604,14
37.690517,-121.7758572,80.598,0.115,20
37.6897521,-121.7744873,81.631,0.158,43
37.6897931,-121.7730813,81.341,0.44,30
37.6904567,-121.7743653,81.078,0.408,22
37.6902986,-121.773352,81.186,0.368,22
37.6917332,-121.7766295,81.943,1.056,48
37.6910542,-121.7737724,80.369,0.201,30
37.6928888,-121.783205,82.78,0.634,39
37.692603,-121.7785494,82.782,0.856,28
37.6933127,-121.7799894,82.844,1.138,30
37.6929878,-121.7792322,82.036,0.962,4
37.6940089,-121.7831816,83.262,0.473,9
37.6939859,-121.7813345,82.734,0.988,32
37.694733,-121.7828387,82.696,1.158,43
37.694366,-121.781987,82.004,1.349,2
37.693649,-121.780589,83.84,,1
37.6922668,-121.777866,82.53,0.816,4
37.6895607,-121.7722783,81.022,0.329,31
37.6963362,-121.8040417,82.365,0.11,36
37.6957601,-121.8001031,81.864,0.068,13
37.6966237,-121.8031603,81.956,0.272,27
37.6970695,-121.8010157,82.073,0.529,44
37.6954126,-121.7962822,81.736,0.736,31
37.6952707,-121.7950192,81.285,0.77,32
37.6953368,-121.7944973,82.034,0.265,19
37.696108,-121.7962933,81.604,0.854,15
37.6960583,-121.794864,80.309,0.121,11
37.6966882,-121.7959367,82.172,0.204,9
37.6969115,-121.7948088,81.411,0.842,30
37.6972702,-121.7944858,80.949,0.773,15
37.6982122,-121.7998102,83.168,0.049,6
37.6998933,-121.7969973,82.656,0.407,38
37.6953358,-121.7934706,81.903,0.209,34
37.6952501,-121.7920891,81.557,0.28,38
37.696118,-121.7933171,80.217,0.163,19
37.6956547,-121.791266,78.855,0.249,26
37.696766,-121.7932524,80.187,0.138,20
37.6975043,-121.7940414,81.495,0.848,24
37.6974792,-121.7918996,82.074,0.155,18
37.6968786,-121.7905489,81.712,1.246,46
37.69586,-121.7877557,82.168,0.172,21
37.6950905,-121.784739,82.886,0.713,2
37.6952791,-121.7844777,81.948,0.738,21
37.6953296,-121.7835649,82.05,1.132,11
37.6955831,-121.7842406,81.982,0.69,30
37.6955477,-121.7838949,81.617,1.007,16
37.696344,-121.7849364,82.338,0.165,14
37.6960037,-121.7845482,82.209,0.191,11
37.6974293,-121.7867346,82.583,0.215,14
37.6969762,-121.7853232,82.584,0.313,20
37.6986267,-121.7933509,81.791,0.505,38
37.6987882,-121.7907011,82.096,0.485,35
37.6996512,-121.7936833,81.68,0.592,28
37.699771,-121.7922275,81.589,1.066,25
37.7002033,-121.7936215,81.226,0.514,20
37.6995934,-121.790608,82.78,0.276,11
37.6990028,-121.7863026,82.482,0.393,37
37.7063201,-121.7942972,81.08,0.367,9
37.7033544,-121.7893237,80.841,0.465,10
37.7020291,-121.7870411,80.227,0.346,30
37.7048177,-121.791943,81.492,0.06,7
37.7040936,-121.7906436,81.348,0.135,14
37.7060194,-121.7937426,81.307,0.237,38
37.695126,-121.7832422,81.954,1.211,4
37.6845264,-121.7606699,81.127,0.116,34
37.6840302,-121.7576806,80.244,0.188,28
37.685446,-121.7577275,80.621,0.118,25
37.6842894,-121.7554788,80.587,0.129,27
37.6858656,-121.7554973,80.455,0.343,39
